question_id,missed_columns_count,extra_columns_count,missed_columns,extra_columns,recall
371,0,19,{},"{'cards': ['isalternative', 'rarity', 'hasfoil', 'originaltext', 'ispromo', 'isfullart', 'keywords', 'artist', 'isstarter', 'facename', 'originalreleasedate', 'dueldeck', 'name'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name']}",1.0
372,0,13,{},"{'cards': ['type', 'types', 'number', 'availability', 'rarity', 'tcgplayerproductid', 'power', 'otherfaceids', 'isreserved', 'cardkingdomfoilid', 'dueldeck', 'text', 'hascontentwarning']}",1.0
373,1,14,{'cards': ['name']},"{'cards': ['type', 'types', 'keywords', 'availability', 'number', 'rarity', 'id', 'facename', 'flavorname', 'isreserved', 'scryfallillustrationid', 'isfullart', 'dueldeck', 'text']}",0.5
374,0,13,{},"{'cards': ['colors', 'mtgarenaid', 'type', 'mtgofoilid', 'rarity', 'hasfoil', 'hasalternativedecklimit', 'isonlineonly', 'isreserved', 'hasnonfoil', 'dueldeck', 'uuid', 'name']}",1.0
375,0,13,{},"{'cards': ['hasnonfoil', 'colors', 'mtgarenaid', 'types', 'number', 'manacost', 'dueldeck', 'faceconvertedmanacost', 'power', 'tcgplayerproductid', 'isreserved', 'cardkingdomfoilid', 'coloridentity']}",1.0
376,0,14,{},"{'cards': ['leadershipskills', 'toughness', 'type', 'types', 'availability', 'rarity', 'flavorname', 'isreserved', 'id', 'text', 'facename', 'cardkingdomfoilid', 'dueldeck', 'uuid']}",1.0
377,0,12,{},"{'cards': ['isalternative', 'hasnonfoil', 'type', 'types', 'number', 'availability', 'supertypes', 'rarity', 'isstarter', 'hasalternativedecklimit', 'artist', 'dueldeck']}",1.0
378,0,13,{},"{'cards': ['leadershipskills', 'mtgarenaid', 'types', 'mtgofoilid', 'hasfoil', 'power', 'scryfallillustrationid', 'hasnonfoil', 'scryfallid', 'scryfalloracleid', 'otherfaceids', 'dueldeck', 'uuid']}",1.0
379,0,14,{},"{'cards': ['type', 'types', 'number', 'subtypes', 'availability', 'rarity', 'isreserved', 'keywords', 'promotypes', 'artist', 'facename', 'cardkingdomfoilid', 'uuid', 'name']}",1.0
380,0,13,{},"{'cards': ['toughness', 'leadershipskills', 'istimeshifted', 'frameeffects', 'availability', 'dueldeck', 'types', 'rarity', 'number', 'tcgplayerproductid', 'isreserved', 'id', 'text']}",1.0
381,0,20,{},"{'cards': ['printings', 'type', 'types', 'subtypes', 'availability', 'asciiname', 'rarity', 'originaltext', 'flavorname', 'id', 'keywords', 'facename', 'dueldeck', 'name'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name']}",1.0
382,1,20,{'cards': ['name']},"{'cards': ['printings', 'type', 'types', 'asciiname', 'rarity', 'hasfoil', 'originaltext', 'isonlineonly', 'flavorname', 'isreserved', 'id', 'text', 'keywords', 'dueldeck'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name']}",0.8333333333333333
383,0,15,{},"{'cards': ['number', 'rarity', 'hasfoil', 'hasalternativedecklimit', 'isonlineonly', 'isreserved', 'colorindicator', 'text', 'hasnonfoil', 'cardkingdomid', 'hascontentwarning', 'dueldeck', 'name'], 'legalities': ['id', 'format']}",1.0
384,0,22,{},"{'cards': ['printings', 'subtypes', 'types', 'type', 'availability', 'keywords', 'promotypes', 'dueldeck', 'rarity', 'cardkingdomid', 'otherfaceids', 'layout', 'id', 'name'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name'], 'legalities': ['status', 'id']}",1.0
385,1,17,{'cards': ['name']},"{'rulings': ['id', 'date'], 'cards': ['toughness', 'type', 'rarity', 'flavorname', 'isreserved', 'id', 'text', 'edhrecrank', 'keywords', 'manacost', 'artist', 'scryfallid', 'facename', 'cardkingdomfoilid', 'dueldeck']}",0.75
386,0,16,{},"{'cards': ['leadershipskills', 'istimeshifted', 'types', 'number', 'availability', 'rarity', 'hasfoil', 'isonlineonly', 'text', 'hasnonfoil', 'frameeffects', 'dueldeck', 'name'], 'legalities': ['status', 'id', 'format']}",1.0
387,0,16,{},"{'cards': ['printings', 'type', 'types', 'availability', 'rarity', 'isreserved', 'colorindicator', 'text', 'bordercolor', 'keywords', 'setcode', 'cardkingdomid', 'dueldeck', 'uuid'], 'set_translations': ['translation', 'language']}",1.0
388,0,15,{},"{'set_translations': ['translation'], 'cards': ['printings', 'colors', 'type', 'types', 'number', 'rarity', 'faceconvertedmanacost', 'isreserved', 'text', 'manacost', 'setcode', 'dueldeck', 'uuid', 'hascontentwarning']}",1.0
389,0,15,{},"{'cards': ['type', 'types', 'availability', 'rarity', 'originaltext', 'isreserved', 'supertypes', 'text', 'promotypes', 'artist', 'originalreleasedate', 'facename', 'dueldeck'], 'rulings': ['id', 'text']}",1.0
390,0,15,{},"{'cards': ['type', 'number', 'types', 'availability', 'rarity', 'isreserved', 'colorindicator', 'bordercolor', 'artist', 'cardkingdomid', 'dueldeck', 'coloridentity', 'name'], 'legalities': ['status', 'id']}",1.0
391,1,20,{'cards': ['name']},"{'cards': ['type', 'bordercolor', 'types', 'availability', 'dueldeck', 'promotypes', 'rarity', 'artist', 'originaltext', 'colorindicator', 'isfullart', 'id', 'text'], 'foreign_data': ['type', 'name', 'flavortext', 'language', 'multiverseid', 'id', 'text']}",0.875
392,0,15,{},"{'cards': ['toughness', 'printings', 'type', 'types', 'subtypes', 'availability', 'isreserved', 'supertypes', 'id', 'text', 'keywords', 'artist', 'dueldeck'], 'rulings': ['id', 'text']}",1.0
393,1,12,{'cards': ['cardkingdomid']},"{'cards': ['isalternative', 'hasnonfoil', 'mtgarenaid', 'mtgofoilid', 'rarity', 'hasfoil', 'scryfalloracleid', 'isonlineonly', 'power', 'scryfallillustrationid', 'dueldeck', 'scryfallid']}",0.75
394,0,11,{},"{'cards': ['hasnonfoil', 'mtgarenaid', 'colors', 'mtgofoilid', 'hasfoil', 'scryfalloracleid', 'power', 'scryfallillustrationid', 'dueldeck', 'scryfallid', 'hascontentwarning']}",1.0
395,1,11,{'cards': ['type']},"{'cards': ['isalternative', 'hasnonfoil', 'number', 'types', 'rarity', 'isstarter', 'hasalternativedecklimit', 'hasfoil', 'isreserved', 'isfullart', 'dueldeck']}",0.8
396,0,12,{},"{'cards': ['isalternative', 'printings', 'hasnonfoil', 'istimeshifted', 'number', 'frameeffects', 'rarity', 'hasfoil', 'isonlineonly', 'originalreleasedate', 'ispromo', 'uuid']}",1.0
397,1,11,{'cards': ['layout']},"{'cards': ['colors', 'types', 'frameeffects', 'number', 'rarity', 'faceconvertedmanacost', 'id', 'convertedmanacost', 'isreserved', 'dueldeck', 'text']}",0.8
398,0,13,{},"{'cards': ['colors', 'mtgarenaid', 'types', 'dueldeck', 'rarity', 'faceconvertedmanacost', 'convertedmanacost', 'power', 'isreserved', 'scryfallillustrationid', 'isfullart', 'id', 'text']}",1.0
399,0,12,{},"{'cards': ['colors', 'type', 'types', 'keywords', 'originaltype', 'promotypes', 'rarity', 'id', 'colorindicator', 'layout', 'dueldeck', 'name']}",1.0
400,0,2,{},"{'set_translations': ['translation', 'id']}",1.0
401,0,12,{},"{'cards': ['toughness', 'istimeshifted', 'number', 'rarity', 'frameversion', 'hasfoil', 'hasalternativedecklimit', 'facename', 'power', 'isfullart', 'dueldeck', 'name']}",1.0
402,0,12,{},"{'cards': ['number', 'keywords', 'flavortext', 'rarity', 'isstarter', 'originaltext', 'facename', 'ispromo', 'hascontentwarning', 'dueldeck', 'text', 'name']}",1.0
403,0,6,{},"{'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'uuid', 'text']}",1.0
404,0,15,{},"{'set_translations': ['translation', 'id'], 'sets': ['type', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'id', 'mcmname', 'block', 'mtgocode', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name']}",1.0
405,0,14,{},"{'sets': ['type', 'isfoilonly', 'isnonfoilonly', 'parentcode', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'name'], 'set_translations': ['translation', 'id']}",1.0
406,1,15,{'rulings': ['uuid']},"{'cards': ['leadershipskills', 'type', 'subtypes', 'availability', 'rarity', 'isreserved', 'supertypes', 'colorindicator', 'text', 'keywords', 'promotypes', 'cardkingdomid', 'dueldeck'], 'legalities': ['id', 'format']}",0.6666666666666666
407,0,19,{},"{'cards': ['printings', 'type', 'types', 'originaltype', 'availability', 'rarity', 'power', 'id', 'colorindicator', 'keywords', 'promotypes', 'layout', 'dueldeck'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name']}",1.0
408,0,16,{},"{'rulings': ['id', 'date'], 'cards': ['isalternative', 'mtgarenaid', 'number', 'types', 'rarity', 'hasfoil', 'id', 'scryfallillustrationid', 'hasnonfoil', 'isstarter', 'scryfallid', 'cardkingdomfoilid', 'dueldeck', 'hascontentwarning']}",1.0
409,0,17,{},"{'cards': ['mtgarenaid', 'hascontentwarning', 'faceconvertedmanacost', 'hasfoil', 'hasalternativedecklimit', 'istextless', 'hasnonfoil', 'isstarter', 'scryfalloracleid', 'scryfallid', 'scryfallillustrationid', 'dueldeck', 'name'], 'legalities': ['status', 'id'], 'rulings': ['id', 'date']}",1.0
410,0,14,{},"{'cards': ['isalternative', 'hasnonfoil', 'type', 'number', 'rarity', 'hasfoil', 'isstarter', 'ispromo', 'isreserved', 'isfullart', 'dueldeck', 'hascontentwarning'], 'legalities': ['status', 'id']}",1.0
411,0,20,{},"{'cards': ['toughness', 'rarity', 'originaltext', 'flavorname', 'id', 'scryfallillustrationid', 'text', 'keywords', 'frameeffects', 'scryfallid', 'facename', 'variations', 'cardkingdomfoilid', 'dueldeck'], 'foreign_data': ['type', 'name', 'language', 'multiverseid', 'id', 'text']}",1.0
412,1,17,{'cards': ['layout']},"{'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text'], 'cards': ['toughness', 'type', 'name', 'asciiname', 'rarity', 'id', 'originaltext', 'facename', 'flavorname', 'isreserved', 'dueldeck', 'text']}",0.9
413,0,15,{},"{'cards': ['toughness', 'printings', 'type', 'availability', 'hasfoil', 'originaltext', 'flavorname', 'isreserved', 'text', 'originalreleasedate', 'cardkingdomfoilid', 'dueldeck', 'hascontentwarning'], 'rulings': ['id', 'text']}",1.0
414,0,14,{},"{'set_translations': ['translation', 'id'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'totalsetsize', 'mcmname', 'mtgocode', 'tcgplayergroupid', 'id', 'mcmid', 'name']}",1.0
415,0,14,{},"{'cards': ['leadershipskills', 'colors', 'mtgarenaid', 'hasalternativedecklimit', 'power', 'isfullart', 'text', 'manacost', 'isstarter', 'scryfallid', 'convertedmanacost', 'scryfallillustrationid', 'dueldeck'], 'legalities': ['id']}",1.0
416,0,19,{},"{'cards': ['isalternative', 'toughness', 'number', 'asciiname', 'rarity', 'hasfoil', 'ispromo', 'isfullart', 'istextless', 'hasnonfoil', 'cardkingdomfoilid', 'dueldeck', 'hascontentwarning'], 'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'text', 'name']}",1.0
417,0,15,{},"{'sets': ['booster', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'basesetsize', 'totalsetsize', 'isfoilonly', 'releasedate', 'name'], 'set_translations': ['translation', 'id']}",1.0
418,0,13,{},"{'cards': ['isalternative', 'printings', 'type', 'originaltype', 'rarity', 'id', 'originaltext', 'originalreleasedate', 'facename', 'ispromo', 'flavorname', 'isreserved', 'dueldeck']}",1.0
419,0,12,{},"{'cards': ['hasnonfoil', 'colors', 'mtgarenaid', 'rarity', 'hasfoil', 'cardkingdomid', 'colorindicator', 'flavorname', 'isreserved', 'dueldeck', 'scryfallid', 'hascontentwarning']}",1.0
420,0,11,{},"{'cards': ['isalternative', 'printings', 'availability', 'promotypes', 'rarity', 'hasfoil', 'isonlineonly', 'originalreleasedate', 'flavorname', 'isreserved', 'isfullart']}",1.0
421,1,13,{'cards': ['name']},"{'cards': ['mtgarenaid', 'type', 'types', 'availability', 'originaltype', 'dueldeck', 'rarity', 'id', 'ispromo', 'flavorname', 'loyalty', 'isreserved', 'supertypes']}",0.6666666666666666
422,0,6,{},"{'foreign_data': ['type', 'flavortext', 'text', 'id', 'uuid', 'name']}",1.0
423,0,13,{},"{'cards': ['leadershipskills', 'hasnonfoil', 'mtgarenaid', 'keywords', 'availability', 'dueldeck', 'mtgofoilid', 'promotypes', 'hasfoil', 'tcgplayerproductid', 'otherfaceids', 'power', 'id']}",1.0
424,0,14,{},"{'cards': ['isstoryspotlight', 'isalternative', 'hasfoil', 'originaltext', 'isonlineonly', 'ispromo', 'isoversized', 'isfullart', 'id', 'text', 'hasnonfoil', 'flavortext', 'isstarter', 'hascontentwarning']}",1.0
425,0,12,{},"{'cards': ['hasnonfoil', 'type', 'number', 'types', 'hascontentwarning', 'promotypes', 'rarity', 'facename', 'otherfaceids', 'power', 'cardkingdomfoilid', 'name']}",1.0
426,0,13,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'isonlineonly', 'isforeignonly', 'code', 'tcgplayergroupid', 'totalsetsize', 'mcmid']}",1.0
427,0,16,{},"{'set_translations': ['translation', 'id'], 'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'mtgocode', 'isonlineonly', 'isforeignonly', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid', 'name']}",1.0
428,0,14,{},"{'sets': ['type', 'isfoilonly', 'mcmidextras', 'block', 'totalsetsize', 'mcmname', 'parentcode', 'isforeignonly', 'releasedate', 'tcgplayergroupid', 'basesetsize', 'id', 'mcmid'], 'set_translations': ['language']}",1.0
429,0,14,{},"{'set_translations': ['translation'], 'sets': ['mcmidextras', 'block', 'totalsetsize', 'mcmname', 'parentcode', 'mtgocode', 'isforeignonly', 'releasedate', 'tcgplayergroupid', 'basesetsize', 'id', 'mcmid', 'name']}",1.0
430,0,14,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid'], 'set_translations': ['translation', 'id']}",1.0
431,0,12,{},"{'sets': ['type', 'isnonfoilonly', 'mcmidextras', 'tcgplayergroupid', 'mcmname', 'mtgocode', 'isonlineonly', 'releasedate', 'totalsetsize', 'mcmid'], 'set_translations': ['translation', 'id']}",1.0
432,0,14,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name'], 'set_translations': ['translation', 'id']}",1.0
433,0,17,{},"{'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'mcmname', 'mtgocode', 'isforeignonly', 'basesetsize', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid', 'name'], 'set_translations': ['translation', 'id']}",1.0
434,0,15,{},"{'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'mcmname', 'isonlineonly', 'isforeignonly', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid', 'name'], 'set_translations': ['translation', 'id']}",1.0
435,0,13,{},"{'cards': ['toughness', 'colors', 'subtypes', 'number', 'keywords', 'dueldeck', 'types', 'rarity', 'cardkingdomid', 'colorindicator', 'otherfaceids', 'coloridentity', 'name']}",1.0
436,0,13,{},"{'cards': ['istimeshifted', 'subtypes', 'types', 'supertypes', 'keywords', 'dueldeck', 'availability', 'frameversion', 'number', 'artist', 'type', 'otherfaceids', 'isfullart']}",1.0
437,0,13,{},"{'cards': ['type', 'number', 'rarity', 'hasfoil', 'originaltext', 'isonlineonly', 'ispromo', 'isreserved', 'artist', 'hascontentwarning', 'dueldeck', 'uuid', 'name']}",1.0
438,0,2,{},"{'set_translations': ['translation', 'setcode']}",1.0
439,0,13,{},"{'sets': ['type', 'isfoilonly', 'isnonfoilonly', 'parentcode', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize']}",1.0
440,0,6,{},"{'foreign_data': ['type', 'flavortext', 'multiverseid', 'id', 'uuid', 'text']}",1.0
441,1,13,{'set_translations': ['setcode']},"{'sets': ['isfoilonly', 'tcgplayergroupid', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'totalsetsize', 'mcmid', 'name']}",0.5
442,1,12,{'set_translations': ['setcode']},"{'sets': ['booster', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'totalsetsize', 'mcmname', 'mtgocode', 'tcgplayergroupid', 'id', 'mcmid', 'name']}",0.5
443,0,16,{},"{'set_translations': ['translation', 'id', 'language'], 'sets': ['mcmidextras', 'parentcode', 'id', 'block', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'keyrunecode', 'mcmid', 'name']}",1.0
444,1,20,{'cards': ['name']},"{'cards': ['toughness', 'types', 'keywords', 'availability', 'number', 'rarity', 'id', 'artist', 'facename', 'flavorname', 'isreserved', 'cardkingdomfoilid', 'dueldeck'], 'foreign_data': ['type', 'name', 'flavortext', 'language', 'multiverseid', 'id', 'text']}",0.875
445,0,20,{},"{'foreign_data': ['type', 'name', 'multiverseid', 'id', 'text'], 'cards': ['colors', 'type', 'types', 'availability', 'rarity', 'originaltext', 'flavorname', 'isreserved', 'id', 'colorindicator', 'text', 'flavortext', 'keywords', 'artist', 'dueldeck']}",1.0
446,3,28,"{'cards': ['setcode', 'name'], 'sets': ['code']}","{'cards': ['toughness', 'colors', 'type', 'number', 'manacost', 'availability', 'rarity', 'faceconvertedmanacost', 'hasalternativedecklimit', 'isreserved', 'isfullart', 'dueldeck', 'hascontentwarning'], 'sets': ['booster', 'ispartialpreview', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid', 'name']}",0.25
447,0,16,{},"{'set_translations': ['translation', 'id', 'language'], 'sets': ['isfoilonly', 'mcmidextras', 'parentcode', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'keyrunecode', 'mcmid', 'name']}",1.0
448,0,19,{},"{'cards': ['types', 'keywords', 'availability', 'number', 'asciiname', 'rarity', 'id', 'artist', 'facename', 'flavorname', 'isreserved', 'dueldeck'], 'foreign_data': ['type', 'name', 'flavortext', 'language', 'multiverseid', 'id', 'text']}",1.0
449,0,19,{},"{'foreign_data': ['type', 'name', 'flavortext', 'multiverseid', 'id', 'text'], 'cards': ['toughness', 'printings', 'types', 'availability', 'rarity', 'originaltext', 'isreserved', 'id', 'text', 'keywords', 'artist', 'facename', 'dueldeck']}",1.0
450,1,13,{'cards': ['cardkingdomid']},"{'cards': ['toughness', 'mtgarenaid', 'mtgofoilid', 'rarity', 'id', 'hasfoil', 'scryfalloracleid', 'power', 'isreserved', 'scryfallillustrationid', 'dueldeck', 'scryfallid', 'hascontentwarning']}",0.6666666666666666
451,0,14,{},"{'cards': ['isalternative', 'printings', 'number', 'rarity', 'hasfoil', 'hasalternativedecklimit', 'power', 'isreserved', 'id', 'hasnonfoil', 'facename', 'dueldeck', 'uuid', 'name']}",1.0
452,1,15,{'cards': ['name']},"{'cards': ['types', 'asciiname', 'hasfoil', 'originaltext', 'flavorname', 'id', 'text', 'hasnonfoil', 'bordercolor', 'keywords', 'flavortext', 'facename', 'dueldeck', 'uuid', 'hascontentwarning']}",0.5
453,1,14,{'cards': ['name']},"{'cards': ['colors', 'mtgarenaid', 'type', 'dueldeck', 'rarity', 'faceconvertedmanacost', 'artist', 'convertedmanacost', 'text', 'isreserved', 'scryfallillustrationid', 'id', 'scryfallid', 'hascontentwarning']}",0.5
454,0,13,{},"{'cards': ['hasnonfoil', 'colors', 'number', 'dueldeck', 'rarity', 'hasfoil', 'isstarter', 'cardkingdomid', 'cardkingdomfoilid', 'id', 'scryfallid', 'scryfallillustrationid', 'hascontentwarning']}",1.0
455,0,13,{},"{'cards': ['printings', 'availability', 'rarity', 'flavorname', 'isreserved', 'isfullart', 'id', 'promotypes', 'artist', 'facename', 'otherfaceids', 'dueldeck', 'uuid']}",1.0
456,0,13,{},"{'cards': ['colors', 'type', 'types', 'availability', 'originaltype', 'rarity', 'isreserved', 'id', 'colorindicator', 'keywords', 'promotypes', 'dueldeck', 'uuid']}",1.0
457,0,13,{},"{'cards': ['subtypes', 'types', 'keywords', 'availability', 'originaltype', 'type', 'id', 'isonlineonly', 'originalreleasedate', 'ispromo', 'flavorname', 'variations', 'supertypes']}",1.0
458,0,14,{},"{'cards': ['isalternative', 'mtgarenaid', 'type', 'bordercolor', 'colors', 'types', 'promotypes', 'rarity', 'id', 'artist', 'tcgplayerproductid', 'isreserved', 'isfullart', 'dueldeck']}",1.0
459,1,14,{'cards': ['name']},"{'cards': ['type', 'edhrecrank', 'manacost', 'availability', 'rarity', 'faceconvertedmanacost', 'id', 'isstarter', 'artist', 'facename', 'isreserved', 'cardkingdomfoilid', 'dueldeck', 'text']}",0.5
460,0,14,{},"{'cards': ['type', 'availability', 'asciiname', 'rarity', 'originaltext', 'ispromo', 'id', 'flavortext', 'promotypes', 'facename', 'originalreleasedate', 'dueldeck', 'uuid', 'name']}",1.0
461,0,12,{},"{'cards': ['istimeshifted', 'type', 'types', 'frameeffects', 'manacost', 'availability', 'colors', 'rarity', 'faceconvertedmanacost', 'id', 'artist', 'dueldeck']}",1.0
462,0,14,{},"{'set_translations': ['id'], 'cards': ['type', 'types', 'originaltype', 'asciiname', 'rarity', 'id', 'artist', 'originaltext', 'facename', 'flavorname', 'isreserved', 'dueldeck', 'text']}",1.0
463,1,17,{'cards': ['setcode']},"{'set_translations': ['id', 'language'], 'cards': ['isalternative', 'number', 'types', 'availability', 'asciiname', 'rarity', 'originaltext', 'hasalternativedecklimit', 'flavorname', 'id', 'text', 'artist', 'facename', 'dueldeck', 'uuid']}",0.75
464,0,16,{},"{'cards': ['printings', 'type', 'types', 'number', 'availability', 'rarity', 'flavorname', 'id', 'text', 'keywords', 'artist', 'facename', 'dueldeck', 'uuid'], 'set_translations': ['id', 'language']}",1.0
465,1,16,{'cards': ['setcode']},"{'set_translations': ['id'], 'cards': ['type', 'types', 'availability', 'asciiname', 'rarity', 'originaltext', 'flavorname', 'isreserved', 'id', 'text', 'artist', 'facename', 'cardkingdomfoilid', 'dueldeck', 'uuid']}",0.75
466,0,14,{},"{'cards': ['isalternative', 'istimeshifted', 'type', 'types', 'number', 'promotypes', 'rarity', 'originaltext', 'facename', 'isreserved', 'dueldeck', 'text'], 'set_translations': ['id', 'language']}",1.0
467,0,15,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name'], 'set_translations': ['id', 'language']}",1.0
468,0,15,{},"{'set_translations': ['id'], 'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'block', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid']}",1.0
469,0,26,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'id', 'mcmname', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name'], 'cards': ['mtgarenaid', 'type', 'availability', 'asciiname', 'rarity', 'id', 'artist', 'isonlineonly', 'text', 'isreserved', 'dueldeck', 'scryfallid', 'hascontentwarning']}",1.0
470,1,27,{'sets': ['code']},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'tcgplayergroupid', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'totalsetsize', 'mcmid', 'name'], 'cards': ['istimeshifted', 'type', 'types', 'availability', 'rarity', 'id', 'artist', 'originalreleasedate', 'facename', 'flavorname', 'isreserved', 'dueldeck', 'text']}",0.75
471,0,16,{},"{'sets': ['booster', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'basesetsize', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid', 'name'], 'set_translations': ['id', 'language']}",1.0
472,0,13,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'releasedate', 'totalsetsize', 'name'], 'set_translations': ['id']}",1.0
473,3,30,"{'cards as t1': ['isforeignonly'], 'sets': ['code'], 'cards': ['setcode']}","{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'parentcode', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid', 'name'], 'cards': ['isalternative', 'type', 'types', 'availability', 'rarity', 'hasfoil', 'hasalternativedecklimit', 'isonlineonly', 'flavorname', 'isreserved', 'id', 'hasnonfoil', 'originalreleasedate', 'dueldeck', 'uuid']}",0.16666666666666666
474,0,13,{},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'name'], 'set_translations': ['id']}",1.0
475,1,27,{'sets': ['code']},"{'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid'], 'cards': ['toughness', 'colors', 'number', 'dueldeck', 'rarity', 'hasfoil', 'cardkingdomid', 'facename', 'colorindicator', 'isreserved', 'hascontentwarning', 'id', 'name']}",0.75
476,2,27,"{'cards': ['setcode'], 'sets': ['code']}","{'cards': ['colors', 'type', 'edhrecrank', 'manacost', 'availability', 'rarity', 'faceconvertedmanacost', 'id', 'artist', 'facename', 'flavorname', 'isreserved', 'dueldeck'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'tcgplayergroupid', 'basesetsize', 'totalsetsize', 'mcmid']}",0.5833333333333333
477,2,28,"{'cards': ['setcode'], 'sets': ['code']}","{'cards': ['type', 'types', 'keywords', 'availability', 'dueldeck', 'asciiname', 'rarity', 'facename', 'flavorname', 'isreserved', 'hascontentwarning', 'isfullart', 'id', 'name'], 'sets': ['booster', 'type', 'isfoilonly', 'isnonfoilonly', 'mcmidextras', 'block', 'id', 'mcmname', 'mtgocode', 'isonlineonly', 'isforeignonly', 'tcgplayergroupid', 'totalsetsize', 'mcmid']}",0.5
478,0,27,{},"{'cards': ['istimeshifted', 'asciiname', 'rarity', 'power', 'flavorname', 'isreserved', 'id', 'side', 'artist', 'facename', 'dueldeck', 'uuid', 'hascontentwarning'], 'sets': ['booster', 'type', 'isnonfoilonly', 'mcmidextras', 'block', 'mcmname', 'mtgocode', 'isonlineonly', 'basesetsize', 'id', 'totalsetsize', 'isfoilonly', 'tcgplayergroupid', 'mcmid']}",1.0
